,Text,Lemma,Polarity,Analysis,Vader Sentiment,Vader Analysis,SWN analysis
501,wish old numbers and history was wiped from phone.,  wish old number history wipe phone,0.1,Positive,0.4588,Neutral,Neutral
502,Phone works good.,  Phone work good,0.7,Positive,0.4404,Neutral,Positive
503,ok,  ok,0.5,Positive,0.296,Neutral,Neutral
504,"product was as advertised, excellent condition and fairly priced, & quick delivery.",  product advertised excellent condition fairly price quick delivery,0.6777777777777777,Positive,0.5719,Positive,Positive
505,GREAT,  GREAT,0.8,Positive,0.6249,Positive,Neutral
506,I liked getting the instructions on how to activate the phone without having to go into a Verizon location. It was recevied quickly also.,  like get instruction activate phone without go Verizon location recevied quickly also,0.3333333333333333,Positive,0.3612,Neutral,Positive
507,perfect,  perfect,1.0,Positive,0.5719,Positive,Neutral
508,phone works most of the time. some days it will just go off when it feels like it,  phone work time day go feel like,0.0,Neutral,0.3612,Neutral,Negative
509,.A great replacement phone. It was in much better condition than the replacement phone I paid $50 for at Verizon store.,  great replacement phone much good condition replacement phone pay Verizon store,0.75,Positive,0.765,Positive,Positive
510,It works great. So glad I bought it.. I will never buy a new phone again.,  work great glad buy never buy new phone,0.4787878787878788,Positive,0.7964,Positive,Negative
511,Very satisfied,  satisfied,0.5,Positive,0.4215,Neutral,Positive
512,Perfect for my husband!,  Perfect husband,1.0,Positive,0.5719,Positive,Neutral
513,Very pleased with our purchase.,  pleased purchase,0.5,Positive,0.4404,Neutral,Positive
514,Works perfectly,  Works perfectly,1.0,Positive,0.6369,Positive,Positive
515,Great!!,  Great,0.8,Positive,0.6249,Positive,Neutral
516,My husband really likes the phone. Very sturdy for his work.,  husband really like phone sturdy work,0.2,Positive,0.4201,Neutral,Positive
517,Everything was as advertised.,  Everything advertised,0.0,Neutral,0.0,Neutral,Neutral
518,Not bad but a little beat up,  bad little beat,-0.4437499999999999,Negative,-0.5423,Negative,Negative
519,"Well I don't even know where to start , but I will start with I don't think it was even a new cell Phone , with that said the back would not go on right it took forever to get it on and its still not right, yes I know how they work I had a phone much like this one and had no problem, the front glass of the cell phone keeps coming out, I emailed them about this and head nothing back. So that is why I came it a 1 star, and the company gets one two.",  Well even know start start think even new cell Phone say back would go right take forever get still right yes know work phone much like one problem front glass cell phone keep come email head nothing back come star company get one two,0.1512987012987013,Positive,0.5574,Positive,Positive
520,I would use them again the deal was as expected what else can you say. Try it you will like it.,  would use deal expect else say Try like,0.0,Neutral,0.3612,Neutral,Positive
521,Good,  Good,0.7,Positive,0.4404,Neutral,Positive
522,its great,  great,0.8,Positive,0.6249,Positive,Neutral
523,"I ordered my second Motorola Barrage because it communicates well with my car, but another kind of phone was in the box which was labeled as a Motorola Barrage. It was a total surprise to me when the Verizon tech opened the box to set up my new phone. The Casio phone I received does not communicate with my car very well and I am very disappointed. If I had gotten the correct phone, I would have given it 5 stars. The moral: open the box immediately no matter what the label says. Otherwise, you could be stuck with something you had not planned.",  order second Motorola Barrage communicate well car another kind phone box label Motorola Barrage total surprise Verizon tech open box set new phone Casio phone receive communicate car well disappointed get correct phone would give star moral open box immediately matter label say Otherwise could stick something plan,-0.0017045454545454586,Negative,0.7178,Positive,Positive
524,This was supposed to be a refurbished unit. It had 324 phone numbers and 327 pictures on it. It is supposed to be water proof but the rubber seal plug over the re charge opening is missing. Not a very good refurbish by any stretch of ones imagination. Very disapointed in this one. Doug This phone was also locked. There are many photos I can not delete.,  suppose refurbished unit phone number picture suppose water proof rubber seal plug charge opening miss good refurbish stretch one imagination disapointed one Doug phone also lock many photo delete,0.6,Positive,0.3818,Neutral,Negative
525,"Pleased with phone, I needed 1 that closed so I didn' t call everyone accidentally . A little pricey but it was what I needed",  Pleased phone need close call everyone accidentally little pricey need,0.15625,Positive,0.128,Neutral,Positive
526,"Good replacement, spare phone.",  Good replacement spare phone,0.7,Positive,0.4404,Neutral,Positive
527,"Lost and gone forever the simple rugged cell phone, no matter the price this is obsolete and will leave you in need, sad.",  Lost go forever simple rugged cell phone matter price obsolete leave need sad,-0.25,Negative,-0.7717,Negative,Negative
528,not what I expected,  expect,0.0,Neutral,0.0,Neutral,Neutral
529,"I was pleased with this product. I came as advertised and works great. The battery is good and, with a little help from Verizon Wireless, I got it set up like a new phone.",  pleased product come advertised work great battery good little help Verizon Wireless get set like new phone,0.38977272727272727,Positive,0.9301,Positive,Positive
530,"This was a surprise in the best of ways! I had bought one a few weeks ago from some where else and i was very disappointed! But with this phone i purchased from Taylor Wireless, i am 100% satisfied! I will buying from them again!",  surprise best way buy one week ago else disappointed phone purchase Taylor Wireless satisfy buy,0.125,Positive,0.7351,Positive,Positive
531,people having a hard time hearing me it does not always ring and very hard to get the charger in,  people hard time hear always ring hard get charger,-0.2916666666666667,Negative,-0.2023,Neutral,Negative
532,"This is my first purchase of an item like this; usually just go through the provider. I have to admit some skepticism regarding the purchase but not anymore. The phone works great, looks almost new, and the battery was fully charged when I got it. I can't ask for more than that. The next time someone I know needs a phone I will definitely recommend this seller",  first purchase item like usually go provider admit skepticism regard purchase anymore phone work great look almost new battery fully charge get ask next time someone know need phone definitely recommend seller,0.15606060606060607,Positive,0.891,Positive,Positive
